side,price,size
sell,9454.65,0.0127
sell,9454.92,0.03
sell,9455,0.41497052
sell,9455.44,0.05
sell,9455.6,0.01
sell,9455.85,0.007
sell,9456.23,0.02802639
sell,9456.45,0.002
sell,9457,0.5
sell,9457.04,0.0024
sell,9457.25,0.02107144
sell,9457.84,0.0011
sell,9458.02,0.001
sell,9458.1,0.001
sell,9458.71,0.009
sell,9458.78,0.015
sell,9458.82,0.0011
sell,9458.88,0.01
sell,9459.35,0.01656513
sell,9459.93,0.03
sell,9460,1.658
sell,9460.48,0.007
sell,9460.73,3.96465281
sell,9460.97,0.002
sell,9461.49,0.0427736
sell,9461.92,0.091
sell,9462,0.01
sell,9462.24,0.00535966
sell,9463.86,0.0092
sell,9464.33,0.32617523
sell,9464.94,0.03
sell,9465.38,0.001
sell,9465.92,0.02803214
sell,9466,0.09772
sell,9466.51,0.0107
sell,9467.14,0.0053
sell,9467.23,0.78558901
sell,9468.3,0.001
sell,9468.31,0.01656513
sell,9468.72,5.47970506
sell,9469.25,0.02805437
sell,9469.31,0.02807286
sell,9469.9,0.02323
sell,9469.95,0.03
sell,9469.96,0.01169202
sell,9470,0.39
sell,9470.01,0.01
sell,9470.16,0.02810613
sell,9470.28,0.1
sell,9470.38,0.2
sell,9470.49,0.007
sell,9470.6,0.01
sell,9471,4.64
sell,9471.15,0.015
sell,9471.22,0.001
sell,9471.59,0.015
sell,9471.87,0.047
sell,9471.98,1
sell,9472.87,0.1439
sell,9472.88,0.80014736
sell,9473.11,0.103
sell,9473.33,0.00291625
sell,9473.47,0.008965
sell,9474,2.002
sell,9474.01,0.03722104
sell,9474.44,2
sell,9474.83,0.0011
sell,9474.96,0.03
sell,9474.99,0.01
sell,9475,0.35090803
sell,9475.12,0.001
sell,9475.72,0.0239
sell,9476.13,0.001273
sell,9477,0.2
sell,9477.29,0.01656513
sell,9477.77,0.055
sell,9478,0.8
sell,9478.71,0.0078
sell,9478.73,0.015
sell,9479,2.54617124
sell,9479.24,0.001
sell,9479.55,0.45892356
sell,9479.88,0.007
sell,9479.93,0.001
sell,9479.97,0.03
sell,9479.98,0.005
sell,9480,1.68556411
sell,9480.5,0.007
sell,9481,0.259
sell,9481.3,0.2001
sell,9481.37,0.0014
sell,9481.89,0.06527767
sell,9481.99,0.00182154
sell,9482,0.01696056
sell,9482.15,0.00337
sell,9484.41,0.015
sell,9484.98,0.03
sell,9485,0.572
sell,9485.19,0.00291698
sell,9485.9,0.00535796
sell,9486,0.13
sell,9486.27,0.01656513
sell,9486.89,0.007
sell,9487,0.01693162
sell,9487.12,0.0157
sell,9487.33,0.36144637
sell,9487.65,0.00462
sell,9488,0.2825
sell,9488.14,0.001
sell,9488.74,0.015
sell,9488.88,0.03161595
sell,9489,0.2195
sell,9489.18,0.2651582
sell,9489.44,0.1
sell,9489.89,0.18511298
sell,9489.97,0.005
sell,9489.99,5.53
sell,9490,1.1965442
sell,9490.06,0.1
sell,9490.4,0.95821048
sell,9490.5,0.00192
sell,9490.51,0.00825
sell,9491,0.03
sell,9492,0.0117
sell,9492.4,0.02114
sell,9492.56,1.15
sell,9492.9,0.01372271
sell,9493.9,0.007
sell,9494,0.01
sell,9494.06,0.015
sell,9494.1,0.1
