side,price,size
sell,9829.47,0.001
sell,9829.58,0.001
sell,9829.84,36.59
sell,9829.98,0.009
sell,9829.99,0.001
sell,9830,1.06054274
sell,9830.03,0.074
sell,9830.66,0.0015
sell,9830.67,0.002
sell,9830.81,0.00971177
sell,9830.85,0.007
sell,9831.25,0.04924611
sell,9831.43,0.002
sell,9831.44,0.01363341
sell,9831.94,0.00142698
sell,9831.99,0.001
sell,9832,0.212
sell,9832.03,1
sell,9832.35,0.1
sell,9832.39,0.025
sell,9832.63,0.00102109
sell,9832.67,0.0085
sell,9832.84,0.03
sell,9832.87,0.25647916
sell,9833,0.082
sell,9833.47,0.001
sell,9833.53,0.03
sell,9833.54,0.24390918
sell,9833.55,0.001
sell,9833.67,0.1
sell,9833.96,0.007
sell,9834,0.08221376
sell,9834.92,0.02
sell,9834.97,0.001
sell,9834.99,0.001
sell,9835,0.1
sell,9835.21,0.01463341
sell,9835.32,0.001
sell,9835.59,0.00287055
sell,9835.99,0.004
sell,9836.1,0.1
sell,9836.67,0.0085
sell,9836.84,0.03
sell,9836.99,0.0165
sell,9837,0.01
sell,9837.08,0.00983828
sell,9837.14,0.001
sell,9837.4,0.025
sell,9837.99,0.003
sell,9838,0.52109831
sell,9838.32,0.001
sell,9838.47,0.5
sell,9838.54,0.031
sell,9838.87,1
sell,9838.99,0.01363341
sell,9839,0.1
sell,9839.09,0.015
sell,9839.84,0.009
sell,9839.92,0.00101627
sell,9839.98,0.001
sell,9839.99,0.004
sell,9840,0.18903095
sell,9840.35,0.13630909
sell,9840.42,0.01
sell,9840.6,1
sell,9840.67,0.0085
sell,9840.86,0.007
sell,9840.96,0.03
sell,9840.97,0.007
sell,9840.99,0.0025
sell,9841.44,0.002
sell,9841.99,0.002
sell,9842,0.035
sell,9842.41,0.025
sell,9842.42,0.05
sell,9842.58,0.01126965
sell,9842.76,0.00153988
sell,9842.77,0.01363341
sell,9843,0.31985688
sell,9843.39,0.05
sell,9843.55,0.03
sell,9843.68,0.00573
sell,9843.99,0.001
sell,9844,0.70767921
sell,9844.01,0.0208376
sell,9844.99,0.0015
sell,9845,1.86624
sell,9845.54,0.0234
sell,9845.99,0.002
sell,9846,0.77081639
sell,9846.56,0.01363341
sell,9846.69,0.01
sell,9846.84,0.009
sell,9846.98,0.006
sell,9846.99,0.038
sell,9847,2.805
sell,9847.02,0.03
sell,9847.08,0.201
sell,9847.42,0.025
sell,9847.47,0.0051
sell,9847.5,0.0313
sell,9847.6,0.0098175
sell,9847.66,0.53761886
sell,9847.9,0.00286698
sell,9847.98,0.0085
sell,9848,0.86107242
sell,9848.09,0.00885057
sell,9848.49,0.1
sell,9848.56,0.03
sell,9848.88,0.373122
sell,9848.99,0.0015
sell,9849,0.94881463
sell,9849.1,0.015
sell,9849.11,0.0407
sell,9849.18,0.03764242
sell,9849.2,0.17190041
sell,9849.99,0.0386961
sell,9850,48.03236857
sell,9850.01,0.0030001
sell,9850.02,0.03
sell,9850.08,0.015
sell,9850.34,0.01363341
sell,9850.87,0.007
sell,9850.9,0.04964394
sell,9850.99,0.007
sell,9851,0.29255953
sell,9851.24,0.005
sell,9851.34,0.001
sell,9851.35,0.00943601
sell,9851.45,0.012
sell,9851.57,0.144
sell,9851.98,0.0015
sell,9852,0.1
sell,9852.1,0.00888833
sell,9852.43,0.025
sell,9852.99,0.01126937
sell,9853,0.109
sell,9853.02,0.03
sell,9853.14,0.03
sell,9853.57,0.09
sell,9853.66,0.001
sell,9853.93,29.9
sell,9853.99,0.003
sell,9854,0.01
sell,9854.03,0.02129427
sell,9854.13,0.01363341
sell,9854.14,0.0104009
sell,9854.79,0.001
sell,9854.94,0.02
sell,9854.99,0.014
sell,9855,1.49
sell,9855.03,0.03
sell,9855.98,0.0015
sell,9856,0.20669643
sell,9856.01,0.001
sell,9856.02,0.03
sell,9856.72,0.001654
sell,9856.99,0.0115
sell,9857,0.05
sell,9857.14,0.03
sell,9857.25,0.50000041
sell,9857.44,0.025
sell,9857.48,0.00131866
sell,9857.55,0.033
sell,9857.91,0.01363341
sell,9857.99,0.002
sell,9858,0.5
sell,9858.13,0.005
sell,9858.58,0.035
sell,9858.74,0.20403884
sell,9858.88,0.125
sell,9858.99,0.007
sell,9859.02,0.03
sell,9859.11,0.118
sell,9859.85,0.05
sell,9859.98,0.0015
sell,9860,1.08297325
sell,9860.22,0.00288545
sell,9860.63,0.1
sell,9860.88,0.01392787
sell,9860.99,0.0015
sell,9861.24,0.001
sell,9861.46,0.002
sell,9861.7,0.01363341
sell,9861.99,0.002
sell,9862,0.307
sell,9862.02,0.03
sell,9862.32,0.2
sell,9862.45,0.025
sell,9862.63,0.00877676
sell,9862.82,0.001
sell,9862.84,0.008275
sell,9862.99,0.007
sell,9863,0.1
sell,9863.33,0.02869674
sell,9863.44,0.02801862
sell,9863.59,0.03
sell,9863.66,1.30158208
sell,9863.98,0.0015
sell,9864.22,0.1
sell,9864.34,0.1
sell,9864.41,0.038
sell,9864.51,0.03274032
sell,9864.95,0.02
sell,9864.99,0.0015
sell,9865,0.3
sell,9865.02,0.03
sell,9865.25,0.15180541
sell,9865.49,0.01363341
sell,9865.75,0.02
sell,9865.96,0.001
sell,9865.99,0.002
sell,9866,0.07
sell,9866.1,0.06
sell,9866.18,0.00612265
sell,9866.34,3
sell,9866.99,0.007
sell,9867.08,0.01078164
sell,9867.11,0.00713188
sell,9867.46,0.025
sell,9867.6,0.013232
sell,9867.7,0.001
sell,9867.98,0.0015
sell,9868,1.13910488
sell,9868.6,0.03
sell,9868.72,0.01
sell,9868.82,0.001
sell,9868.98,0.1
sell,9868.99,0.0015
sell,9869,0.115
sell,9869.01,0.007
sell,9869.12,0.015
sell,9869.28,0.01363341
sell,9869.38,0.00177239
sell,9869.5,0.01
sell,9869.56,0.02033
sell,9869.99,0.032
sell,9870,0.0238
sell,9870.07,0.009
sell,9870.08,0.001
sell,9870.1,6.81040318
sell,9870.47,0.008685
sell,9870.89,0.007
sell,9870.9,0.00125241
sell,9870.99,0.007
sell,9871.12,0.0011
sell,9871.34,0.001527
sell,9871.47,0.002
sell,9871.73,0.14203194
